"TicketID","TransactionID","CreatedDate","SubjectNoHTML","TransactionContent"
"3122504","67576364","2025-02-12 16:15:02","chip - 'No space left on device.'","Hi [STAFF], Could you give some more information? What were you trying to do? What directory did this take place in? Have you verified you have space in said directory using 'df -h'? On Wed Feb 12 09:30:48 2025, [EMAIL] wrote: I hope you're doing well. I recently started working on Chip, but when I attempted to transfer a text file, I encountered the error: 'No space left on device.' Could you please check this issue for me? My user ID is [USER]. Thank you for your time and assistance. Best, [STAFF]"
"3122607","67708530","2025-02-19 14:29:50","taki - logins to taki and strowinteract take forever","Apologies for the delay, we're working with [VENDOR] to figure out how to best handle this situation as it appears to be a problem with the cluster manager that helps us administer the cluster. They're telling us to update the version of the cluster manager we use, but to do so will take some downtime we would like to avoid. We're working with them to see what other options we have. On Wed Feb 19 09:12:00 2025, [USER] wrote: Hi [STAFF], Any updates to this issue? It's taking forever x2 now to log into taki, or to load new modules. Thanks On Wed, Feb 12, 2025 at 11:16 AM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hi [USER], We are aware of the issue and working to fix it. We'll keep you updated as we get more information/work to resolve it. On Wed Feb 12 10:50:51 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] System: taki Request Type: General Support For or 2 minutes, whichver is shorter. [STAFF] and [STAFF] also notice the same thing Logiing in is relatively fast, but then loading the modules is very slow >>> this is fas (sergio@strowinteract.rs.[DOMAIN]) Password: Warning: No xauth data; using fake authentication data for X11 forwarding. Last login: Thu Feb 6 06:46:33 2025 from pool-100-16-73-170.bltmmd.fios.verizon.net UMBC High Performance Computing Facility http://hpcf.[DOMAIN] By using this system you agree with and will adhere to the HPCF usage policy. If you have any questions or problems using this system please submit a help request via the 'Help Request' link found on the HPCF website under 'Forms'. Remember that the Division of Information Technology will never ask for your password. Do NOT give out this information under any circumstances. Note that many software packages are available on taki. View these by typing: 'module avail' or learn more about modules with 'man module' >>> this is VERY slow The following have been reloaded with a version change: 1) GCCcore/6.4.0 > GCCcore/11.2.0 2) zlib/1.2.11-GCCcore-6.4.0 > zlib/1.2.11-GCCcore-11.2.0 The following have been reloaded with a version change: 1) GCCcore/11.2.0 > GCCcore/7.3.0 2) Szip/2.1.1-GCCcore-6.4.0 > Szip/2.1.1-GCCcore-7.3.0 3) cURL/7.78.0-GCCcore-11.2.0 > cURL/7.60.0-GCCcore-7.3.0 4) zlib/1.2.11-GCCcore-11.2.0 > zlib/1.2.11-GCCcore-7.3.0 The following have been reloaded with a version change: 1) GCCcore/7.3.0 > GCCcore/8.3.0 2) HDF/4.2.14-GCCcore-6.4.0 > HDF/4.2.14-GCCcore-8.3.0 3) NASM/2.13.03-GCCcore-6.4.0 > NASM/2.14.02-GCCcore-8.3.0 4) Szip/2.1.1-GCCcore-7.3.0 > Szip/2.1.1-GCCcore-8.3.0 5) libjpeg-turbo/1.5.3-GCCcore-6.4.0 > libjpeg-turbo/2.0.3-GCCcore-8.3.0 6) zlib/1.2.11-GCCcore-7.3.0 > zlib/1.2.11-GCCcore-8.3.0 The following have been reloaded with a version change: 1) GCCcore/8.3.0 > GCCcore/11.2.0"
"3122716","67596406","2025-02-13 13:49:50","Request for Increased HPC Storage Quota","I need a little more information to answer that question. When you say environment, are you referring to a python environment? Or a bash environment? Or something else entirely. I'm not familiar with your research so I don't know what you are doing/how you are doing it. On Wed Feb 12 13:45:32 2025, [USER] wrote: > Thank you for letting me know, I will start working there. If you don't mind can you please tell me how can i start working there, as like how can i set up my env there and all? -- Best, [STAFF]"
"3122788","67678790","2025-02-18 02:25:48","Other - List of issues with [USER] on typical deep learning workflow","Hi [STAFF], Thanks for checking into this. The issue seems resolved -- I can now submit jobs with higher time limits. Best [USER]"
"3122908","67901101","2025-02-28 15:32:37","Launching dask clusters on taki","The issue you're encountering stems from using the `PBSCluster` class with a system that utilizes Slurm (Simple Linux Utility for Resource Management) instead of PBS (Portable Batch System). The error message indicates that it's trying to use `sbatch`, which is a Slurm command, but it's not found.  To resolve this issue, you should switch from using `PBSCluster` to `SLURMCluster` as Roy Prouty suggested in the ticket response. This change aligns with the job scheduling system (Slurm) used on the taki cluster.  Here is how you can modify your code to use `SLURMCluster`:  ```python from dask_jobqueue import SLURMCluster from dask.distributed import Client  cluster = SLURMCluster(     cores=1,     memory='3GB',     queue='short',  # Adjust the queue name as necessary for your environment     walltime='00:06:00',     job_extra=['--qos=normal'],  # Optional, adjust according to your needs )  cluster.scale(10) client = Client(cluster)  # Do computing tasks using the cluster  client.shutdown() ```  Please note a few key points: 1. **Queue Name**: Ensure you're specifying a valid queue name (`queue='short'`) for your environment. 2. **Job Extra Parameters**: If needed, adjust `job_extra=['--qos=normal']` according to your specific requirements or remove it if not necessary. 3. **Walltime and Memory**: Adjust the walltime and memory allocations as required by your tasks.  By making these changes, you should be able to successfully launch a Dask cluster on taki using Slurm for job management."
"3123025","67598896","2025-02-13 14:58:59","chip - add [USER] to pi_ laramar","Hi [STAFF], The users have been added to chip. Let us know if you have any other issues. On Wed Feb 12 17:04:57 2025, [USER] wrote: > [USER] ([EMAIL]; [CAMPUS ID]) > [USER] ([EMAIL]; [CAMPUS ID]) > [USER] ([EMAIL]; [CAMPUS ID]) > [USER] ([EMAIL]; [CAMPUS ID]) > [USER] ([EMAIL]; [CAMPUS ID]) > [USER] ([EMAIL]; [CAMPUS ID]) > Best, [STAFF]"
"3123226","67745612","2025-02-20 16:48:26","ada - issue with ssh to node running job","Hi, yes. It works. Thanks Ticket  Last Update From Ticket Hello I wanted to check, were you able to resolve your issue ? On Thu Feb 13 11:50:49 2025, [USER] wrote You have provided helpful information. I am a little confused on what the error is. Is there a screenshot you can provide? Since this error is happening in jupyter which cell is causing this error. On Thu Feb 13 11:36:06 2025, [STAFF] wrote Hello support team, Thank you for your patience and support. My code is stored here */home/[USER]/[CODE_DIR]/* The code I need help with is **Modelcrashes-helpneeded.ipynb* Technically, I need help distributing the job. Although I specify 2 GPU nodes, the model just runs in a single node only. The error message, the model will restart soon that's it. The code is not running for more than 3000 samples so far. Thank you for your time and consideration. On Thu, Feb 13, 2025 at 10:29 AM [STAFF] via RT <[EMAIL]> wrote If you agree your issue is resolved, please give us feedback on your experience by completing a brief satisfaction survey https//umbc.us2.qualtrics.com/SE/?SID=SV_[ID]&customeremail=[EMAIL]&groupid=EIS&ticketid=3123226&ticketowner=[STAFF]&ticketsubject=[SUBJECT] If you believe your issue has not been resolved, please respond to this message, which will reopen your ticket. Note: A full record of your request can be found at Ticket https//rt.umbc.edu/Ticket/Display.html?id=3123226 Thank You R e s o l u t i o n Hello [USER] If I understand your issue correctly, you are getting this time out during training. The immediate solution would be to use a python file and submitting a job instead of jupyter to run the models with 100% of your samples. It possible to convert a notebook to .py using the command 'jupyter nbconvert --to script [YOUR_NOTEBOOK].ipynb' If you still want to run the training on jupyter, please provide the full error message. Also, let me know where your code is located. On Thu Feb 13 09:01:40 2025, [USER] wrote i am encountering this problem. WebSocket ping timeout after 90006 ms. WebSocket ping timeout after 119987 ms. Websocket closed #SBATCH --job-name jupyter #SBATCH --gres=gpu:2 #SBATCH --output=jupyter-%j.out #SBATCH --error=jupyter-%j.err #SBATCH --time=550 #SBATCH --mem=5G How to keep SSH Keep-Alive for Remote Servers? I see the run is extremely slow because of the overload. In my opinion, only 10% of the sample model is able to run without any issues. I need help to run the model for at least 60% of the samples. Any help would be greatly appreciated. Thank you [USER] -- Best, [STAFF] DOIT Unix infra Student Worker Original Request Requestors [USER] i am encountering this problem. WebSocket ping timeout after 90006 ms. WebSocket ping timeout after 119987 ms. Websocket closed #SBATCH --job-name jupyter #SBATCH --gres=gpu:2 #SBATCH --output=jupyter-%j.out #SBATCH --error=jupyter-%j.err #SBATCH --time=550 #SBATCH --mem=5G How to keep SSH Keep-Alive for Remote Servers? I see the run is extremely slow because of the overload. In my opinion, only 10% of the sample model is able to run without any issues. I need help to run the model for at least 60% of the samples. Any help would be greatly appreciated. Thank you [USER] -- Best, [STAFF] DOIT Unix infra Student Worker"
"3124258","67632620","2025-02-14 16:27:51","taki Account Request: [USER]","Hi [USER], Your account ([EMAIL]) has been created on [SERVER]. Your primary group is [GROUP]. Your home directory has 500M of storage. Your home directory has two symbolic links to your group storage space. Please read through the documentation found at [SERVER]. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://[LINK]/) Best wishes, On [DATE], [STAFF] wrote: > [USER]"
"3124534","67670710","2025-02-17 20:40:25","taki Account Request: [USER]","Dear [STAFF], I have gone ahead and created a user account for [SERVER]. You should be able to log in with 'ssh [USER]@[SERVER].rs.umbc.edu'. If you require any assistance, I recommend checking out our website at hpcf.umbc.edu. If you cannot find answers to your questions there, please feel free to reach out through an RT ticket! Have a great day! Kind regards, [STAFF] On Fri Feb 14 10:09:31 2025, [USER] wrote: > First Name: [USER] > Last Name: [USER] > Email: [EMAIL] > Campus ID: [ID] > System: [SERVER] > Request Type: Account Request > Position Title: Undergraduate Student > Affiliation UMBC > Department: CSEE > Phone: [PHONE] > Address: [ADDRESS] > Role: Member of the research group > Sponsor Information: Name: [STAFF], Department: CSEE, Email: [EMAIL], Phone: [PHONE] > Research Title: LEO > Abstract: Find the best near-optimal schedule for the execution of a task. People: Dr [STAFF] Comments: None"
"3124547","67720975","2025-02-19 19:15:35","ada - Request to increase the storage 20TB (40TB total)","Hi [USER], I've increased the quota on the directory `/nfs/ada/[STAFF]` from 20TB to 40TB across the ada cluster, but only until April 1. Before April 1, I'd like for us to meet and discuss your anticipated data storage needs so that we can think strategically about where to place the data volumes your research group will need. In the next few weeks, we should have more options. I'll send an email separately to try to find a time to chat. On Fri Feb 14 10:26:38 2025, [USER] wrote: First Name:                [STAFF] Last Name:                 [STAFF] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] System:                    ada Request Type:              General Support Dear Team at DoiT, For a successful research submission to ICCV conference on March 03, 2025, we need an urgent increase in the storage space for /nfs/ada/[STAFF] storage by 20TB (the total would be 40TB). I appreciate your prompt attention. Please feel free to reach out if you have any questions. Regards [STAFF]."
"3125917","67673571","2025-02-17 22:45:09","ada - URGENT: Accidentally performed rm -r on ~","We use symbolic links to connect user home directories to their research storage. [STAFF]'s research directory is still located at /nfs/ada/manas , nothing in there was touched by your `rm` command. On Mon Feb 17 17:37:53 2025, [USER] wrote: Hi [STAFF], Thank you for the help. However, I am mostly concerned that it may have propagated into the research storage node of the group that I was originally linked to and wanted to bring attention to that. Otherwise, I have no issue closing this ticket. On Mon Feb 17 17:31:18 2025, [STAFF] wrote: Hi [USER], Thanks for your ticket. I've replaced your home directory, and I'm happy to report no other home directories were affected. I'll mark this as resolved for now. On Mon Feb 17 16:58:19 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [USER] System: ada Request Type: General Support I was attempting to delete an erroneously created folder named ~ on ada servers and negligently performed an 'rm -r' without verifying the target folder was correct, which ended up deleting recursively from my home directory on the login node. I believe this may have impacted more than just that and am reporting ASAP in case of possible damage. My home directory on the login node is not important and had little in it, so a default setup is fine there if that was all that was damaged."
"3125951","67682582","2025-02-18 13:49:35","ada - Unable to access directories in ada","Hi [USER], This is my fault, but fret not, no data has been lost, and your access has not been restricted. The red around the symbolic links you're seeing show that the link is broken. This is because the data was moved to a different location during a migration the other day. The new location for the data is /umbc/rs/cybertrn. New links can be established by removing the old links 'rm cybertrn_common', etc. and then running the command 'ln -s /umbc/rs/cybertrn/common cybertrn_common' from your home directory and doing this for each of the broken links. I apologize for the inconvenience this caused. On Mon Feb 17 18:19:37 2025, [STAFF] wrote: First Name: [USER] Last Name: [LAST NAME] Email: [EMAIL] Campus ID: [CAMPUS ID] System: ada Request Type: General Support Good evening, I am unable to access several directories in Ada: reu2024_team2 (a shortcut to the cybertrn/reu2024/team2 directory), cybertrn_common, and cybertrn_user. I was able to access these directories on Ada a few weeks ago, though. I believe that I still have access to Ada, because I am able to log in, and my PI Professor [STAFF] has extended my HPCF access. I have attached a screenshot of this to this ticket: the directories I am unable to access are in red, for some reason. Do you know why I am unable to access these directories? Is there any way I would be able to view these directories, as I have some important information saved in them? Could these directories be archived possibly? By the way, I do have access to Taki and am able to access all of my prior directories in there. Thank you!"
"3125952","67685990","2025-02-18 15:10:21","taki - Connecting to ultralytics","Hello [USER], Question 1: Is it possible to execute this script on Taki to establish a connection with the Ultralytics server and initiate the training process? I am assuming the script is a python file. Yes, it is possible to establish connection and initiate training process. You can train your model on the cpu's or gpunode001 by submitting a slurm script that executes your python file. Question 2: I was also wondering if the ultralytics library is already installed. If it's not, where should I run the following command to install it? The ultralytics library isn't already installed. In order to install the library, you will need to create a virtual environment, conda or venv. You can find instructions on how to setup a conda environment here https://hpcf.umbc.edu/ada/software/python-environments-with-venv/. When you run your code make sure your conda environment is activated. Let us know if you encounter an issue in this process. The Ultralytics website offers a way to bring our own agents to train a CNN model. I’m interested in running the following Python script on Taki to connect directly with the Ultralytics server. from ultralytics import YOLO, checks, hub checks() hub.login('xxxxxxxxxxxxxxxxxxxxxxx') model = YOLO('https://hub.ultralytics.com/models/xxxxxx') results = model.train() I have a couple of questions regarding that: Is it possible to execute this script on Taki to establish a connection with the Ultralytics server and initiate the training process? I was also wondering if the ultralytics library is already installed. If it's not, where should I run the following command to install it? pip install -U ultralytics"
"3125961","67835828","2025-02-25 18:16:11","Other Account Request: [USER]","[STAFF] wrote: I ran a reconfigure on the hub, please try again."
"3126371","67709356","2025-02-19 14:48:23","taki - Error: No space left on device","This error occurs when pip is downloading large libraries to the '/tmp' directory, which it does as part of its default implementation. To fix this simply put 'TMPDIR=/path/to/some/directory pip install some_library' where it will download the library temporarily and remove it once the installation is complete. On Tue Feb 18 12:56:59 2025, [STAFF] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] System: taki Request Type: General Support Hello, I created a virtual environment (venv) and attempted to install a package, but I encountered the following error: 'No space left on device'. I also ensured that both the environment and the package installation were done in the PI's common space. I appreciate your help. Thank you! Attachment 1: error_msg.PNG -- Best, [STAFF]"
"3126936","67792283","2025-02-23 20:03:19","Request for read-write access to /home/[ID]/manas_ada/users/[ID]/ in ada","Hi [STAFF], Thank you for your response. [USER] has given me write access to the directory of interest. The issue is resolved now. Regards - [STAFF]"
"3127277","67743447","2025-02-20 16:08:04","Other Account Request: [USER]","[STAFF], These users have been added to the requested accounts. Please share the logon URL with them and please let me know if there are reports of problems. Have a nice day. -- [STAFF] DoIT, Windows System Administrator [EMAIL] (###)####"
"3127941","67741687","2025-02-20 15:33:50","chip - add [USER] to pi_lobo","All steps completed and confirmed. New wiki page below: [LINK] On Thu Feb 20 07:57:35 2025, [STAFF] wrote: This will be a few steps for us: 1. Reprovision pi_[USER] from taki/ada on chip. Ensure the group IDs are correct. Ensure storage is available. 2. Add these three users to the general partition within slurm 3. Grant pi_[USER] access to the pi_[USER] partition only (not match or contrib partitions) 4. Test slurm submission that confirms the above 5. Let's get a wiki page going that makes this make sense beyond [STAFF]/[STAFF]/[STAFF] On Thu Feb 20 07:55:35 2025, [STAFF] wrote: Please add the users [USER], [USER], and [USER] to chip and grant access to the pi_[USER] partition. Best, [STAFF]"
"3128023","67776252","2025-02-21 18:00:52","taki - User [USER] account details","Hello I have made the request changes. The user [USER] is part of group pi_gobbert, hpcreu ,cybertrn , and student on taki. In ada, [USER] is part of the group pi_gobbert, hpcreu and cybertrn. Since he didn't have an account on ada I created a new account. On chip, [USER] is part of  pi_gobbert, and cybertrn. These two are the group that have currently migrated to chip, as we migrate other groups the user will part of them too. On Thu Feb 20 09:50:19 2025, [STAFF] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [ID] System:                    taki Request Type:              General Support Hi, Currently, the user [USER] is currently a 'student'. Please change him to pi_gobbert as primary group. Make him also a member of the Unix groups 'cybertrn' and 'hpcreu'. Please also do this on ada as well as on chip. Thank you, [STAFF]"
"3128097","67745909","2025-02-20 16:55:24","Other Account Request: [USER]","Hi [STAFF], What exactly are you requesting? Is this for one of the HPC facilities? On Thu Feb 20 10:55:37 2025, [USER] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [USER] System:                    Other Request Type:              Account Request This request is for enabling GPU resources to accelerate computational tasks, such as deep learning, machine learning model training, or large-scale data processing. Access to GPU will significantly improve performance and reduce processing time. Best,  [STAFF]"
"3128334","68566787","2025-04-07 16:13:44","ada Account Request: [USER]","Hi [USER], Please review all the documentation located on our website (hpcf.umbc.edu), https://umbc.atlassian.net/wiki/spaces/faq/pages/1082589207/UMBC+HPCF. You should see a section on user directories and research volumes. All storage for research purposes is mounted to /umbc/rs/pi_name/. There is the common directory, which is shared storage for your PI group, and there is a subdirectory in users specifically for you. I recommend creating symbolic links to that directory for easy access, as well as using symbolic links for your hidden folders (such as .conda) so they do not fill up your home directory space. There is also a page for running jupyter notebooks located here: https://umbc.atlassian.net/wiki/spaces/faq/pages/1104805915/Jupyter+Notebooks -- Kind regards, [STAFF] On Thu Apr 03 18:08:10 2025, [USER] wrote: Hello, I was added to the 'chip' cluster, But I had two questions regarding that: 1. It said that my home directory only had 500Mb storage, but the whole purpose of requiring the chip cluster was that I could process large datasets in jupyter notebooks. So, could you tell me how I could access more space? 2. I am not really familiar with running jupyter notebooks on remote servers, could you tell me if there is any documentation regarding that? Or if you just give me a way to get extra space in my home directory, I guess I could figure out all that stuff on my own. Thank you and regards, [USER] On Wed, Mar 5, 2025 at 8:41 AM [STAFF] via RT wrote: If you agree your issue is resolved, please give us feedback on your experience by completing a brief satisfaction survey: https://umbc.us2.qualtrics.com/SE/?SID=SV_etfDUq3MTISF6Ly&customeremail=[EMAIL]&groupid=EIS&ticketid=3128334&ticketowner=bbekele1@umbc.edu&ticketsubject=ada Account Request: [USER] If you believe your issue has not been resolved, please respond to this message, which will reopen your ticket. Note: A full record of your request can be found at: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3128334 Hi [USER], Sorry for the confusion but we are no longer adding people to the ada or taki clusters at all. I can add you to the new cluster, chip, under Dr. Sherman's pi group. Your account ([USERNAME]) has been created on chip.rs.umbc.edu. Your primary group is pi_sherman. Your home directory has 500M of storage. Please read through the documentation found at hpcf.umbc.edu. All available modules can be viewed using the command 'module avail'. Could I be added to the cluster now? On Fri, Feb 21, 2025 at 1:10 PM [STAFF] via RT wrote: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3128334 Last Update From Ticket: Hello [USER] We are currently working on setting up a new cluster chip and moving user to chip. Thus all new account, group, and software are being redirected to chip. Once our migration is completed, estimated day is March 3 we will resume account creation. I will add you to pi_sherman group then. You can read more about the migration here: http://my3.my.umbc.edu/groups/hpcf/posts/147513 We apologize for the inconvenience. Original Request: Requestors: [USER] First Name: [USER FIRST NAME] Last Name: [USER LAST NAME] Email: [EMAIL] Campus ID: [CAMPUS ID] System: ada Request Type: Account Request Username: [USERNAME] Requested Action: become a user in an existing ada PI Group Primary HPCF PI Group Owner: sherman@umbc.edu Supplemental HPCF PI Group Owners: Project Keywords: - Computer Vision Additional Notes and Comments: Hello, I am enrolled in the CMSC 652 Cryptography Course. I am going to be working on a group project in which we need to see how different watermarking techniques on CT scans interfere with AI Computer vision Model analysis. We expect the workload to be highly dependent on the GPU because of the Computer vision models. I had talked to Dr. Alan Sherman and he said it would be okay to access the cluster."
"3128578","67788386","2025-02-22 12:36:38","ada Account Request: [USER]","It's located at hpcf.umbc.edu  Forms   [STAFF] (he/him/his)  Have some empathy and please excuse any tpying foibles.   On Fri, Feb 21, 2025 at 17:11 [USER] via RT wrote:  Ticket  Comment From Ticket: Can you send me the request form .please On Fri, Feb 21, 2025, 4:44PM [STAFF]@umbc.edu via RT wrote:  Ticket Last Update From Ticket: Please submit an account request form so the creation of your account can be handled by our team. [STAFF] Appointment Calendar The most dangerous phrase in the language is, 'We've always done it this way.' - Adm Grace Hopper On Fri, Feb 21, 2025 at 4:00PM [USER] via RT wrote: Ticket Comment From Ticket: As I am working under [STAFF] guidance .I require GPU access to efficiently complete my tasks. However, my request for access has been denied . If GPU access is not possible through the current system, could you kindly guide me on alternative ways to proceed? I would really appreciate any suggestions or resources that could help me complete my work effectively. Looking forward to your response. Best regards, [USER] On Fri, Feb 21, 2025 at 8:56AM [STAFF] via RT wrote: If you agree your issue is resolved, please give us feedback on your experience by completing a brief satisfaction survey: https://umbc.us2.qualtrics.com/SE/?SID=SV_...&customeremail=[EMAIL]&groupid=EIS&ticketid=3128578&ticketowner=[STAFF]%40umbc.edu&ticketsubject=ada%20Account%20Request:%20[USER]%20%3C[EMAIL]%3E If you believe your issue has not been resolved, please respond to this message, which will reopen your ticket. Note: A full record of your request can be found at: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3128578 Thank You _________________________________________ R e s o l u t i o n: Hi [USER], You cannot request a new PI group as a graduate student. Further, we are halting all new accounts on the ada HPC. See this post for more details: https://my3.my.umbc.edu/groups/hpcf/posts/147513 On Thu Feb 20 20:01:33 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUS_ID] System: ada Request Type: Account Request Username: [USERNAME] Requested Action: request a new ada PI Group Sponsor Other accounts: No Project Keywords: - Artificial Intelligence - Computer Vision - Machine Learning - Natural Language Processing Please add to discussion mailing list. -- [STAFF] Appointment Calendar: https://calendar.app.google/[CALENDAR_ID] royprouty.info ______________________________________ Original Request: Requestors: [USER] First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUS_ID] System: ada Request Type: Account Request Username: [USERNAME] Requested Action: request a new ada PI Group Sponsor Other accounts: No Project Keywords: - Artificial Intelligence - Computer Vision - Machine Learning - Natural Language Processing Please add to discussion mailing list."
"3129200","67784229","2025-02-21 20:59:47","taki - Accessing the [USER] symbolic link","Hi [USER], There was an incorrect permission on the /umbc/rs/deffner volume. That's been fixed, and we're looking into the initial cause. You should be good to go at this point, so I'll resolve this ticket. On Fri Feb 21 14:16:23 2025, [STAFF] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUS_ID] System:                    taki Request Type:              General Support Hey, so I'm using the HPC for the first time. I want to submit a job but of course not on the user node. However, it appears that I don't have permission to access the Deffner_user symbolic link (I'm in the Deffner group obviously). Is this something I need to reach out to [STAFF] about or can you guys give me access? Thank you!"
"3129212","67784769","2025-02-21 21:12:26","taki - checking my bash script","Whoops, my response got cut off there a bit. The 'Pb-apatite.log' file should then be the output of the pw.x executable run with the 'Pb-apatite.in' file as input parameters and run with MPI. Hope this helps. On Fri Feb 21 16:10:59 2025, [STAFF] wrote: Hi [USER], I am not sure what the pw.x executable does. However, I can prod at some part of the command I see and try to give my best guess. `mpirun ./pw.x < Pb-apatite.in > Pb-apatite.log` mpirun is a command that signals to the system that your job should be run in parallel pursuant to the structure of the pw.x executable and any environment variables or command line options you might have set to guide MPI. pw.x is the executable. The '<' character is called a redirect, it opens the file given after it ('Pb-apatite.in' in your case) and redirects the file contents into the pw.x executable. In this way, I suspect that the Pb-apatite.in is a file containing some input parameters that guide the execution of the pw.x executable. The '>' character is another redirect, but this doesn't send the contents of Pb-apatite.log anywhere, instead it 'opens' the file Pb-apatite.log (or creates it if it doesn't already exist) and dumps all of the output of 'mpirun ./pw.x < Pb-apatite.in'. On Fri Feb 21 14:23:06 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] System: taki Request Type: General Support Hey, I just sent a support request but I have another one as well."
"3129280","67869412","2025-02-26 21:56:58","Urgent Request -- Solve Conda Issue on New Servers","Excellent. I am not the only person working on the chip cluster, so re-opening this ticket forces the issue to my inbox as opposed to the general inbox, allowing others to jump-in if they are more available than I. So I'll close this ticket out, and please open another new ticket if there is an issue on chip since I will be away. On Wed Feb 26 16:52:43 2025, [USER] wrote: Thanks a lot. I could now log in and create a new conda environment on the chip. I will do more tests and let you know if I have any problems. On Wed, Feb 26, 2025 at 4:41 PM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3129280> Last Update From Ticket: Hi [USER], What happens when you try to login? I've made the same symbolic links as I noted above in your home directory. Maybe this has solved your issue? On Tue Feb 25 18:49:44 2025, [USER] wrote: Hi [STAFF], I am also having the following issues on chip: 1. I'm unable to log in to the chip server. 2. Before the log in issue, I encountered the 'no disk space left' error while attempting to create a new conda environment on the chip server. Could you help me with the above issues so that I can log in again and create a new env? Thank you very much for your attention to this matter. Your help is greatly appreciated. Best regards, [USER]. On Mon Feb 24 14:25:48 2025, [STAFF] wrote: Awesome, thanks for the sanity-check. I'll close this out now. On Mon Feb 24 14:06:33 2025, [USER] wrote: Hi [STAFF], Thank you so much for helping me get acquainted on chip. I am able to submit, run jobs with newly created conda envs on chip now without adding any load on the scratch directory. If, in the future, I come across any other issues on chip I will create another ticket for help. And thank you so much once again. Regards [USER]."
"3129496","68154267","2025-03-13 12:51:00","Account Request: [USER]","Hi [STAFF], [USER] was added to Chip sometime ago. As you might be able to see from her previous message, she has login access. The difficulty she seems to be having is not understanding the new way we have organized chip. I have advised her to please read the hpc website that I linked to her. On Wed Mar 12 16:08:29 2025, [STAFF] wrote: Hi [STAFF], Please add [USER] to the Chip. Regards [STAFF]. On Sun, Mar 9, 2025 at 8:17PM [USER] via RT wrote: Ticket Last Update From Ticket: Hi [STAFF], i have tried logging in to the address provided ,failing to see the directory ,you might not have created a directory ,i tried logging in using ssh ,attaching screenshot for your reference . kindly do the needful. Thanks and regards , [USER]. On Thu, Mar 6, 2025 at 10:53AM [STAFF] via RT wrote: If you agree your issue is resolved, please give us feedback on your experience by completing a brief satisfaction survey: https://umbc.us2.qualtrics.com/SE/?SID=SV_etfDUq3MTISF6Ly&customeremail=[EMAIL]&groupid=EIS&ticketid=3129496&ticketowner=[EMAIL]&ticketsubject=ada Account Request: [USER] If you believe your issue has not been resolved, please respond to this message, which will reopen your ticket. Note: A full record of your request can be found at: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3129496. Thank You R e s o l u t i o n:. Hi [USER], Your account ([USER]) has been created on chip.rs.umbc.edu. Your primary group is pi_[STAFF]. Your home directory has 500M of storage. Please read through the documentation found at hpcf.umbc.edu. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. https://doit.umbc.edu/request-tracker-rt/doit-research-computing/. On Thu Mar 06 10:40:08 2025, [USER] wrote: Hi [STAFF], I hope you are doing well ,[STAFF] has approved the request ,can you please migrate me to the chip ASAP. My work is in pending and I should complete it. On Tue, Mar 4, 2025, 9:09AM [STAFF] via RT wrote: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3129496 Last Update From Ticket: Hi [STAFF], As you may have seen on our chip migration timeline we are redirecting all user/group creations to chip. Are you ok with us adding [USER] to your chip group instead? On Mon Mar 03 16:40:28 2025, [STAFF] wrote: Hi [STAFF], I approve [USER]'s request to use the GPU. Regards [STAFF]. On Tue, Feb 25, 2025 at 9:37AM [STAFF] via RT wrote: Ticket https://rt.umbc.edu/Ticket/Display.html?id=3129496 Last Update From Ticket: Hi [USER], We're just waiting on confirmation from [STAFF] before moving forward with your account creation. Once he confirms, you'll be added. On Sat Feb 22 10:19:23 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [USER]. System: ada Request Type: Account Request Username: [USER] Requested Action: become a user in an existing ada PI Group Primary HPCF PI Group Owner: [STAFF]. Supplemental HPCF PI Group Owners:. Project Keywords: - Artificial Intelligence - Computer Vision - Human-Computer Interaction - Machine Learning - Natural Language Processing. Please add to discussion mailing list. Best, [STAFF] DOIT Unix Infra Student Worker"
