"TicketID","TransactionID","CreatedDate","SubjectNoHTML","TransactionContent"
"3104697","67049019","2025-01-21 17:32:19","ada - Unable to access GPU","Hi [USER], I see your two pending jobs in the ada slurm queue. Remember that jobs should never be expected to immediately run on a shared resource. Sometimes they do run immediately, but other times they do not. It all depends on the usage of the system. Jobs that don't immediately run are put in a 'pending' or 'PD' state. Slurm determines which job from the set of PD jobs should run next based on three factors: 1) How long the PD jobs has been waiting to run 2) How frequently the user's group has been running jobs 3) How large the job is (smaller jobs have slightly more priority). Item 1 means that any job you desire to run should be submitted ASAP and left for slurm to run when slurm can identify the resources. Item 2 means that users who have been 'hogging' the cluster quickly see their jobs de-prioritized in favor of users who have submitted jobs but not used the cluster as much. Further, no job can run on requested resources for more than 72 hours. This is due to preemption rules that exist on the cluster, and is separate from any conversation on priority. All of these usage rules were discussed and set by the PIs of the original NSF MRI that funded ada. In the near future, faculty-led governance groups will be established and these rules may be revisited. I'm happy to take note of your concern and bring it up to these groups. Any changes would be announced on the HPCF myUMBC group. On Tue Jan 21 12:03:48 2025, [STAFF] wrote First Name [USER] Email [EMAIL] Campus ID RE98979 System ada Request Type General Support Hello I am facing a challenge accessing GPU after submitting a slurm script. Earlier, I would get access to a GPU immediately after I submitted a slurm script. I submitted a job yesterday afternoon and one this morning. But both the jobs are in PD status. This has been happening on and off since last week. Please help me out so that I can access the GPU easily."
"3105940","67090463","2025-01-22 18:32:03","ada - CUDA_HOME","Hi [USER], That's a common environment variable set by the CUDA module you need to load in order to have access to the drivers/CUDA stack. Please find the most appropriate module from the output of `module spider CUDA`, load that module, and then probe the BASH variable with `echo $CUDA_HOME`. I'll mark this as resolved. On Wed Jan 22 13:29:06 2025, [STAFF] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] System:                    ada Request Type:              General Support What is the path for the cuda? I have to set CUDA_HOME to install some libraries. Thanks."
"3106512","67318032","2025-01-31 13:19:03","Other - Assistance with chip Account","The issue has now been resolved. Thank-you! On Tue, Jan 28, 2025, [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=[NUMBER]> Last Update From Ticket: I am so sorry about this issue! I meant to change ownership when I copied the file, perhaps I forgot. However, I just fixed the issue, and I added the bash_profile and bash_logout files. We believe there was an issue with the home directory mounts when creating your user, which resulted in the files not being created in the proper place. Here is the output of ls -la on your home directory. drwx------ 3 [USER] pi_gobbert 258 Jan 28 11:16 . drwxr-xr-x 34 root root 0 Jan 27 14:32 .. -rw------- 1 [USER] pi_gobbert 883 Jan 27 19:25 .bash_history -rw-r--r-- 1 [USER] pi_gobbert 18 Jan 28 11:15 .bash_logout -rw-r--r-- 1 [USER] pi_gobbert 141 Jan 28 11:16 .bash_profile -rw-r--r-- 1 [USER] pi_gobbert 508 Jan 23 11:11 .bashrc lrwxrwxrwx 1 [USER] pi_gobbert 23 Jan 22 09:59 gobbert_common -> /umbc/rs/gobbert/common lrwxrwxrwx 1 [USER] pi_gobbert 28 Jan 22 10:00 gobbert_saved -> /umbc/rs/gobbert/group_saved lrwxrwxrwx 1 [USER] pi_gobbert 30 Jan 22 10:00 gobbert_user -> /umbc/rs/gobbert/users/gobbert drwx------ 2 [USER] pi_gobbert 118 Jan 23 09:44 .ssh -rw------- 1 [USER] pi_gobbert 803 Jan 27 19:20 .viminfo I apologize for the issues, and I hope you have a great day! On Mon Jan 27 19:25:06 2025, [USER] wrote: Hi [STAFF], Thanks for your help. Below is the output of 'll -A' in my home directory. [ehsans1@chip ~]$ ll -A total 152 -rw------- 1 [USER] pi_gobbert 856 Jan 27 13:46 .bash_history -rw-r--r-- 1 root root 508 Jan 23 11:11 .bashrc lrwxrwxrwx 1 [USER] pi_gobbert 23 Jan 22 09:59 gobbert_common -> /umbc/rs/gobbert/common lrwxrwxrwx 1 [USER] pi_gobbert 28 Jan 22 10:00 gobbert_saved -> /umbc/rs/gobbert/group_saved lrwxrwxrwx 1 [USER] pi_gobbert 30 Jan 22 10:00 gobbert_user -> /umbc/rs/gobbert/users/gobbert drwx------ 2 [USER] pi_gobbert 118 Jan 23 09:44 .ssh Indeed, the file .bashrc is there. But are the owner and group 'root' correct? This way, I'm not able to edit my .bashrc. Also, my advisor Dr. Gobbert has more files, such as .bash_profile and .bash_logout. We are not sure if these files are automatically created but wanted to bring this up. Could you please check? Thank you, [USER] On Thu, Jan 23, 2025 at 11:33 AM [STAFF] via RT <[EMAIL]> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=[NUMBER]> Last Update From Ticket: Dear [USER], I have gone ahead and restored the proper .bashrc file to your home directory! Have a great day! -- Kind regards, [STAFF] DOIT Unix Infra Student Worker On Thu Jan 23 05:43:35 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] System: Other Request Type: General Support Dear HPCF Support, I'm writing to ask for your help regarding my chip account. I logged in to my account and did ll -A. Here is the result: [ehsans1@chip ~]$ ll -A total 128 -rw------- 1 [USER] pi_gobbert 535 Jan 22 10:22 .bash_history lrwxrwxrwx 1 [USER] pi_gobbert 23 Jan 22 09:59 gobbert_common -> /umbc/rs/gobbert/common lrwxrwxrwx 1 [USER] pi_gobbert 28 Jan 22 10:00 gobbert_saved -> /umbc/rs/gobbert/group_saved lrwxrwxrwx 1 [USER] pi_gobbert 30 Jan 22 10:00 gobbert_user -> /umbc/rs/gobbert/users/gobbert drwx------ 2 [USER] pi_gobbert 89 Jan 13 10:32 .ssh [ehsans1@chip ~]$ As you can see I installed the symbolic links successfully; however, there is no .bashrc file in my home area. Thank-you! [USER]"
"3106774","67965757","2025-03-04 14:41:43","taki Account Request: Alexander McEwen","Please submit separate tickets for separate issues. Since this was an account request and the account has been generated, I'm closing this ticket. On Sun Mar 02 12:04:17 2025, [USER] wrote: Hello, I just tried to load XMM as shown here, and I got a permission error: [almcewen@taki-usr1 ~]$ module load XMM-SAS/21.0.0 The following have been reloaded with a version change: 1) GCCcore/11.2.0 => GCCcore/10.3.0 2) zlib/1.2.11-GCCcore-11.2.0 => zlib/1.2.11-GCCcore-10.3.0 sh: /cm/shared/apps/x86_64-pc-linux-gnu-libc2.17/headas-init.sh: Permission denied Also, I saw on the website that my storage area should be what is linked in my home directory (almcewen_user) but I don't have access to that directory. Is there something I need to do to use it? Cheers, -A On Feb 21, 2025, at 11:58, [STAFF] via RT <UMBCHelp@rt.umbc.edu> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3106774> Last Update From Ticket: Hi Alex, We have completed installation of XMM_SAS. You will be able to load it using the command module load XMM-SAS/21.0.0. If you are using python you may need to set up a virtual environment and pip install this packages like astropy numpy scipy matplotlib. On Thu Jan 30 11:56:15 2025, [STAFF] wrote: Hello We are working installing XMM-SAS suite and its dependencies. Thank you for your patience, I will let you know when everything is installed and ready. On Mon Jan 27 12:13:54 2025, [USER] wrote: Hello Roy, Excellent, thanks so much. I can start setting things up there. One thing that I will need to be installed is the XMM-SAS suite, which can be found/downloaded here https://www.cosmos.esa.int/web/xmm-newton/sas. That also has a few significant dependencies, like ds9 and Heasoft especially (those are linked on the SAS website). Is it possible to get these installed? George has said that he does not need an account for now. Let me know if there is more information you need. Thanks, -A On Jan 25, 2025, at 13:16, [STAFF] via RT <UMBCHelp@rt.umbc.edu> wrote: Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=3106774> Last Update From Ticket: Hi Alex, Welcome to the UMBC HPCF! Reading through the comments you left, it sounds like you'll be able to hit the ground running with the slurm workflows you've already built. Please let us know if any of the system differences cause confusion or generate some roadblocks to your work. Further, I wanted to follow-up and check to see if you intended for George to be also added to your group on taki. Let us know at your convenience. On Thu Jan 23 10:51:44 2025, [USER] wrote: First Name: Alexander Last Name: McEwen Email: [EMAIL] Campus ID: PJ### Role: UMBC Faculty/PI Research Title: Search for Long-Period Magnetars in Archival XMM Data Abstract: Magnetars are the strongest magnets in the universe. Additionally, as a class of neutron star, they are among the most dense objects known aside from black holes. These qualities make magnetars unique laboratories for studies of both intense magnetism and gravitation. Every new source discovered provides an important insight into these incredible stars, and given that there are only 24 confirmed magnetars despite population modeling suggesting many thousands in the Galaxy, searches for new sources are crucial for building a sufficient dataset for study. All of the known sources have been discovered serendipitously by wide-field instruments when the star undergoes an energetic but uncommon outburst; however, recent studies have begun to uncover a subpopulation of magnetars with much longer rotational periods (~100s of seconds rather than 1-12 s). As a part of a related study by the PI, we expect there to be many slower magnetars in the publicly-available XMM-Newton dataset that should be well over the instrument's sensitivity limit. For these reasons, we intend to search these data for slow period sources using our previously designed search pipeline. People: Alexander McEwen, George Younes Comments: The code has already been written to utilize the Slurm scheduling system, and is composed of many single tasks run as an array. In total, there are approximately 1500 XMM observations that will be included in the search. Individual job processing times can vary due to observation duration, but typically complete within a few minutes and up to an hour. In total, previous processing of a similar search with the same code completed in a few days time on a comparable HPC. Memory requirements are not significant, and a single GB per task is sufficient. Disk space requirements may be the most significant, as each of the observations may require one to several GB, and files generated in the processing may also take up to a GB. However, the pipeline removes the observation files after each task, and so this space will not be consumed all at once. -- [STAFF] Appointment Calendar: https://calendar.app.google/iorJbqg6p7N5oPbD9 royprouty.info"
"3107194","67131887","2025-01-24 00:40:32","Other - REDCap System Issue","I restarted the old [SERVER] server, we'll have to take it back offline next week to try the updates again. I'm going to resolve this [SYSTEM] as there is another for the security issue that necessitates the update."
"3107497","68945761","2025-04-25 18:44:23","Other - large data set storage","The provided text appears to be a lengthy email chain or ticket history from a university's IT department, specifically the Research Computing Team. The conversation revolves around a researcher's request for assistance with storing approximately 40TB of image data acquired through an NSF-funded research project.  Here's a brief summary:  1. The researcher, Michelle Starz-Gaiano (KJ73616), initially contacts the IT department to inquire about transferring the large dataset to cloud storage at UMBC. 2. Roy Prouty from the Research Computing Team responds, suggesting a meeting to discuss the project's needs and potential options within or outside their infrastructure. 3. The conversation continues with discussions around data lifecycle, security requirements, and funding sources for advanced resources like cloud storage or high-performance storage. 4. Roy Prouty mentions working on setting up a solution, but it's unclear what the current status is.  If you'd like me to help with anything specific related to this text, please let me know!"
"3107844","67435396","2025-02-05 16:32:51","Create new AWS account","Hello! This AWS account has been created, and [STAFF] given admin access. Our vendor should reach out to [STAFF] for Pcard details. To login to the AWS account, please go to https://awslogin.[DOMAIN] - once logged in, you should see your account and AdministratorAccess role. Thanks! [STAFF]"
"3108265","67161498","2025-01-25 16:08:17","ada - Few people tried using all possible resources on the ADA clusters","I don't see any of your jobs in the queue currently or in the screenshots, so I am assuming this issue is resolved. Remember that jobs should never be expected to immediately run on a shared resource. Jobs that don't immediately run are then in a 'pending' or 'PD' state. Slurm determines which job from the set of PD jobs should run next based on three factors: 1) How long the PD jobs has been waiting to run, 2) How frequently the user's group has been running jobs, and 3) How large the job is (smaller jobs have slightly more priority). Item 1 means that any job you desire to run should be submitted ASAP and left for slurm to run when slurm can identify the resources. Item 2 means that users who have been 'hogging' the cluster quickly see their jobs de-prioritized in favor of users who have submitted jobs but not used the cluster as much. As I write this [STAFF] is unable to run additional jobs due to this deprioritization and jobs submitted by [USER] are slated next to run (see the output below). Item 3 doesn't factor much into the issue I believe you're communicating, but exists nonetheless. Further, no job can run on requested resources for more than 72 hours. This is due to preemption rules that exist on the cluster, but this preemption don't seem to have been at play given the timeframe of this ticket. I am not suggesting that this usage pattern is ideal, only that the user is operating within the rules set out by the PIs of the original NSF MRI that funded ada (along with DoIT). In the near future, faculty-led governance groups will be established and these rules may be revisited. I'm happy to take note of your concern and bring it up to these groups. Any changes would be announced on the HPCF myUMBC group. On Fri Jan 24 20:58:18 2025, [STAFF] wrote: First Name: [USER], Email: [EMAIL], Campus ID: [CAMPUSID]. System: ada. Request Type: General Support. Hi, recently, I had difficulty in requesting resources on ADA clusters. I understand it is a first come first serve, but few people requested all possible resources when they worked, and nobody else could work. like today, I attached screenshot as example. This is wild. Maybe, You can limit each account could request a certain amount of resources at a time? Thank you."
"3108536","67164016","2025-01-26 02:16:03","ada - g12 is down","Hi [STAFF], g12 is experiencing network connection issues. I'll try to have someone on campus to diagnose tomorrow or Monday AM. Sorry for the inconvenience. On Sat Jan 25 21:05:41 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID] System: ada Request Type: General Support g12 is down again. Is it possible to make it run again? Thanks for the help."
"3109491","67603305","2025-02-13 16:14:16","ada - There is no resource","Here is the cleaned text:  Hello [USER] Ada is a shared resource thus that jobs should never be expected to run immediately. The priority setup ensures fair access for all users. Once the running jobs complete other users' jobs will likely move to the front of the queue. Notably job age in the queue also affects priority—the longer a job waits the higher its chance of running next. Jobs that don't immediately run are then in a 'pending' or 'PD' state. Slurm determines which job from the set of PD jobs should run next based on three factors: 1) How long the PD jobs has been waiting to run 2) How frequently the user's group has been running jobs 3) How large the job is (smaller jobs have slightly more priority). Item 1) means that any job you desire to run should be submitted ASAP and left for slurm to run when slurm can identify the resources. Item 2) means that users who have been 'hogging' the cluster quickly see their jobs de-prioritized in favor of users who have submitted jobs but not used the cluster as much. Further no job can run on requested resources for more than 72 hours. This is due to preemption rules that exist on the cluster. All of these usage rules were discussed and set by the PIs of the original NSF MRI that funded ada. In the near future faculty-led governance groups will be established and these rules may be revisited. I'm happy to take note of your concern and bring it up to these groups. Any changes would be announced on the HPCF myUMBC group. I hope this information helps. I'll mark this as resolved. On Mon Jan 27 12:22:01 [YEAR] [STAFF] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [CAMPUSID]. System: ada Request Type: General Support Hi I’ve been unable to access cloud computing resources for the past three hours. When I ran the 'squeue' command I noticed that one person is using more than one resource. I’ve attached a screenshot of the command output. Could you please assist me in securing a resource? Thank you! Attachment 1: Screenshot [DATE] at [TIME].png (https://[DOMAIN]/s/[ID])"
"3109989","67218411","2025-01-28 14:29:10","taki Account Request: Satvik Racharla","Here is the cleaned text:  Hi [USER], Your account ([USER]) has been created on taki.rs.umbc.edu. Your primary group is pi_[STAFF]. Your home directory has 500M of storage. Your home directory has two symbolic links to your group storage space. Please read through the documentation found at hpcf.umbc.edu. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) On Mon Jan 27 16:25:44 2025, [STAFF] wrote: Approved. Best regards, [STAFF]. The RT System itself via RT [EMAIL] wrote: Dear [STAFF], This e-mail is a notification that taki Account Request: [USER] has requested an account for the UMBC HPCF in your user group. As the PI we request that you acknowledge and approve this account creation by replying to this message. Alternatively, you can go to this link and review the ticket and indicate your decision here - Ticket https://rt.umbc.edu/Ticket/Display.html?id=3109989. Once we have your approval and the account request is reviewed we will create the account and you and the new user will receive another e-mail notifying you that the account has been created. If you have any other questions or concerns please contact us. See link: http://hpcf.umbc.edu/contact/ or point of contact [STAFF] <[EMAIL]>. Thanks, HPCF support staff. Best, [STAFF]"
"3110033","67786665","2025-02-22 01:12:02","Other Account Request: Nykia Walker","Thank you so much for your email and for informing us about the logistics of the account. I will be in touch if I have any questions. Thanks, [STAFF] Nykia D Walker PhD Assistant Professor University of Maryland Baltimore County Dept of Biological Sciences 1000 Hilltop Circle ILSB-413 Baltimore MD 21250 Office Phone 410-455-5785 email [EMAIL] website ndwalkerlab com X @theWalkerLab1 On Thu Feb 20 2025 at 1120 AM Max Breitmeyer via RT UMBCHelp rt umbc edu wrote Ticket URL https rt umbc edu Ticket Display html id 3110033 Last Update From Ticket The group pi_ndwalker now exists on ada Members of this group can therefore access and contribute to the research storage space allocated to the group This storage is located at umbc rs ndwalker and currently has a quota of 500G Please review documentation on the hpcf umbc edu website Submit any questions or issues as separate RT Tickets at the following URL https doit umbc edu request-tracker-rt doit-research-computing Additionally Your account [USER] has been created on ada rs umbc edu Your primary group is pi_ndwalker Your home directory has 500M of storage Your home directory has two symbolic links to your group storage space Please read through the documentation found at hpcf umbc edu All available modules can be viewed using the command module avail Please submit additional questions or issues as separate tickets via the following link https doit umbc edu request-tracker-rt doit-research-computing Please inform me of any other users that you would like added to this group On Mon Jan 27 16 44 51 2025 ZZ99999 wrote First Name Jeshuwin Last Name Prabakaran Email jprabak1 umbc edu Campus ID PV78495 On Behalf Of Nykia Walker ndwalker@umbc.edu OG69734 System Other Request Type Account Request We are requesting the setup of an HPC group for the Walker Lab to support a project focused on creating a machine learning model to annotate and count different cell types in breast cancer images The following tools and environments are required Development Environment JupyterLab tmux Machine Learning Frameworks PyTorch TensorFlow scikit-learn Programming Tools and Libraries MATLAB pandas numpy Deep Learning Tools YOLO You Only Look Once Data and Code Management Kaggle GitHub git"
"3110133","67217921","2025-01-28 14:24:57","Adding a student to my account","Hi [STAFF], [USER] has been added to your group. Please let us know if she has any issues. On Mon Jan 27 19:58:42 2025, [EMAIL] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [ID] Request Type: Other Please add [USER] to my space on Taki. She will help with my cell migration project. Thanks, [STAFF]"
"3110738","67274468","2025-01-29 19:16:52","Other - check on .bashrc etc. files for users","I have gone ahead and added user [CAMPUS ID] to the Chip cluster and made them a part of the pi_[STAFF] group. I have verified that the hidden files in the home directory are properly configured. If you have any further questions or concerns, please feel free to reach out. I hope you have a great day!  On Tue Jan 28 12:44:46 2025, [CAMPUS ID] wrote: > Hi, [STAFF], Good catch. I had not noticed him missing. This user [CAMPUS ID] should be [USER]. Notice that I, as regular user, have no ability to look up such Campus ID or usernames of people who are NOT active students or faculty/staff. This is a postdoc at UMB, with whom we are doing research. He was in my list of requests. Can you please create his chip account? Thank you. Matthias Matthias K. [STAFF], Ph.D., Professor of Mathematics Department of Mathematics and Statistics Center for Interdisciplinary Research and Consulting (circ.umbc.edu) UMBC High Performance Computing Facility (hpcf.umbc.edu) REU Site: Online Interdisciplinary Big Data Analytics ([WEBSITE]) University of Maryland, Baltimore County 1000 Hilltop Circle, Baltimore, MD 21250 http://www.umbc.edu/~[STAFF] On Tue, Jan 28, 2025 at 12:32=E2=80=AFPM [STAFF] via RT < UMBCHelp@rt.umbc.edu> wrote: > Ticket <URL: https://rt.umbc.edu/Ticket/Display.html?id=[NUMBER]> Dear [STAFF], It appears user [CAMPUS ID] does not exist on chip, However I have gone ahead and ensured that .bash_profile, .bashrc, and .bash_logout are in each of the other users home directories and have the proper file permissions. Here is the output of ls -la for each of those users home directories. dkelly7: drwx------ 3 dkelly7 pi_[STAFF] 139 Jan 28 12:18 . drwxr-xr-x 34 root root 0 Jan 28 12:20 .. -rw------- 1 dkelly7 pi_[STAFF] 66 Jan 23 15:49 .bash_history -rw-r--r-- 1 dkelly7 pi_[STAFF] 18 Jan 28 12:18 .bash_logout -rw-r--r-- 1 dkelly7 pi_[STAFF] 141 Jan 28 12:18 .bash_profile -rw------- 1 dkelly7 pi_[STAFF] 164 Jan 23 15:41 .bashrc drwx------ 2 dkelly7 pi_[STAFF] 89 Dec 19 13:20 .ssh ehsans1: -rw------- 1 ehsans1 pi_[STAFF] 883 Jan 27 19:25 .bash_history -rw-r--r-- 1 ehsans1 pi_[STAFF] 18 Jan 28 11:15 .bash_logout -rw-r--r-- 1 ehsans1 pi_[STAFF] 141 Jan 28 11:16 .bash_profile -rw-r--r-- 1 ehsans1 pi_[STAFF] 508 Jan 23 11:11 .bashrc lrwxrwxrwx 1 ehsans1 pi_[STAFF] 23 Jan 22 09:59 gobbert_common -> /umbc/rs/[STAFF]/common lrwxrwxrwx 1 ehsans1 pi_[STAFF] 28 Jan 22 10:00 gobbert_saved -> /umbc/rs/[STAFF]/group_saved lrwxrwxrwx 1 ehsans1 pi_[STAFF] 30 Jan 22 10:00 gobbert_user -> /umbc/rs/[STAFF]/users/[STAFF] drwx------ 2 ehsans1 pi_[STAFF] 118 Jan 23 09:44 .ssh -rw------- 1 ehsans1 pi_[STAFF] 803 Jan 27 19:20 .viminfo hlewis3: drwx------ 2 hlewis3 pi_[STAFF] 86 Jan 28 12:19 . drwxr-xr-x 34 root root 0 Jan 28 12:20 .. -rw-r--r-- 1 hlewis3 pi_[STAFF] 18 Jan 28 12:19 .bash_logout -rw-r--r-- 1 hlewis3 pi_[STAFF] 141 Jan 28 12:19 .bash_profile -rw------- 1 hlewis3 pi_[STAFF] 164 Jan 23 16:01 .bashrc mmusce1: drwx------ 3 mmusce1 pi_[STAFF] 139 Jan 28 12:20 . drwxr-xr-x 34 root root 0 Jan 28 12:20 .. -rw------- 1 mmusce1 pi_[STAFF] 4 Dec 19 13:45 .bash_history -rw-r--r-- 1 mmusce1 pi_[STAFF] 18 Jan 28 12:20 .bash_logout -rw-r--r-- 1 mmusce1 pi_[STAFF] 141 Jan 28 12:20 .bash_profile -rw------- 1 mmusce1 pi_[STAFF] 164 Jan 23 16:03 .bashrc drwx------ 2 mmusce1 pi_[STAFF] 89 Dec 19 13:45 .ssh jpolf: drwx------ 2 jpolf pi_[STAFF] 86 Jan 28 12:20 . drwxr-xr-x 34 root root 0 Jan 28 12:20 .. -rw-r--r-- 1 jpolf pi_[STAFF] 18 Jan 28 12:20 .bash_logout -rw-r--r-- 1 jpolf pi_[STAFF] 141 Jan 28 12:20 .bash_profile -rw------- 1 jpolf pi_[STAFF] 164 Jan 23 16:01 .bashrc swpeters: drwx------ 3 swpeters pi_[STAFF] 139 Jan 28 12:22 . drwxr-xr-x 34 root root 0 Jan 28 12:20 .. -rw------- 1 swpeters pi_[STAFF] 5 Jan 23 16:05 .bash_history -rw-r--r-- 1 swpeters pi_[STAFF] 18 Jan 28 12:22 .bash_logout -rw-r--r-- 1 swpeters pi_[STAFF] 141 Jan 28 12:22 .bash_profile -rw------- 1 swpeters pi_[STAFF] 164 Jan 23 16:04 .bashrc drwx------ 2 swpeters pi_[STAFF] 89 Jan 23 16:05 .ssh barajasc: drwx------ 2 barajasc pi_[STAFF] 86 Jan 28 12:22 . drwxr-xr-x 34 root root 0 Jan 28 12:20 .. -rw-r--r-- 1 barajasc pi_[STAFF] 18 Jan 28 12:22 .bash_logout -rw-r--r-- 1 barajasc pi_[STAFF] 141 Jan 28 12:22 .bash_profile -rw------- 1 barajasc pi_[STAFF] 164 Jan 23 15:51 .bashrc I apologize for the inconvenience caused by these issues, I hope I was able to assist! If you have any questions or run into any issues, please feel free to reach out! Thanks, have a great day! -- Kind regards, [STAFF] DOIT Unix Infra Student Worker On Tue Jan 28 12:04:46 2025, [CAMPUS ID] wrote: > First Name: [USER] > Last Name: [STAFF] > Email: [EMAIL] > Campus ID: [CAMPUS ID] > System: Other > Request Type: General Support Hi, This is on chip; there is no 'chip' in the pulldown menu in the Help Request, so I selected 'Other'. This is a followup to ticket 3106512 worked on by [STAFF]. That ticket was on checking that Ehsan Shakeri's account on chip was set up by providing .bashrc and other files and with ownership changed to the user (instead of root). Could you please check and let me know that also the other accounts under my pi_[STAFF] group are set up correctly? I am trying to avoid having each file tickets on this. These are the users dkelly7,ehsans1,hlewis3,mmusce1,hs50610,jpolf,swpeters,barajasc Matthias"
"3111760","67673353","2025-02-17 22:22:56","Chip Software Installation","Evening all! Happy to report that abinit has successfully been installed, and module file for it has been created. It can be loaded with the command 'module load abinit/10.0.7'. Note that you originally requested abinit 10.0.5. Attempting to download this from the source simply returns 10.0.7 version, so hopefully this is ok. I also ran the tests that are provided with abinit and all of them ran cleanly with the exception of the 'wannier90' test. This failed because the library is not currently present on the system, and I wanted to get this out to you as soon as possible. That being said, if you find it is necessary to your work, let me know and I will be happy to work with you. I'll leave this open a few days to see if you all have any issues with it. If so, let me know and we can hopefully work through it together. Otherwise, I'll close it! Thanks again for your patience! On Thu Feb 13 12:43:47 2025, [STAFF] wrote: Hi all, Abinit is taking some time. Hoping to have it successfully in the next week. On Mon Feb 03 10:39:29 2025, [STAFF] wrote: Happy to report that QuantumEspresso V 7.3.1 has been successfully installed. This can be found by running 'module keyword espresso'. If it does not appear, try 'module --ignore_cache keyword espresso'. To load, run 'module load QuantumESPRESSO/7.3.1-intel-2023a'. We've begun work on installing Abinit, but this may take sometime as we don't have a pre-existing module available for V10.0.5 (the most recent version available to us in this way is 9.10.3). We'll keep you updated as we make more progress. On Mon Feb 03 08:25:39 2025, [STAFF] wrote: Hi all, Just to keep you updated, we're hitting an issue right now where Quantum Espresso requires openBLAS 0.3.23. Unfortunately OpenBLAS didn't add support for CPUs (emerald Rapids) until 0.3.28. We're looking into what the options are right now, and will hopefully have an answer for you soon. On Fri Jan 31 13:34:24 2025, [USER] wrote: Hi [STAFF] and [STAFF], We very much appreciate you taking the time to do these installations. Each of these open source codes, Quantum Espresso and ABINIT, includes a file system with input test and timing files that we would also need access after they're installed as modules. That way we can adjust our input files as needed using the latest variables, functions, and formatting that are up to date with each different release. If you have any questions or need help, please don't hesitate to get in touch with us. We can provide input test files and also run tests ourselves. Thank you, [USER] On Thu Jan 30 13:33:45 2025, [USER] wrote: Thank you very much! Anthony Casale On Thu, Jan 30, 2025 at 12:16 PM [STAFF] via RT <[EMAIL]> wrote: Ticket Last Update From Ticket: Hi [USER], wanted to let you know we have seen this and are working on it. Some of the installs are taking longer than expected but are progressing none-the-less. We'll update once it's finished! On Wed Jan 29 12:14:01 2025, [USER] wrote: First Name: [USER] Last Name: [USER] Email: [EMAIL] Campus ID: [USERID] Request type: General Support Hello! The Bennett group needs some software installed on Chip. Could you please install xmgrace, the LibXC Library (a library of exchange correlation functionals), Quantum Espresso v7.3.1 and ABINIT v10.0.5. Please link quantum espresso and abinit to the LibXC library, as many functions don't work without it. Thank you! [USER]"
"3112270","67290214","2025-01-30 14:20:31","taki Account Request: Jonah Shaw","Here is the cleaned text:  Hi [USER], Your account ([USER]) has been created on taki.rs.umbc.edu. Your primary group is pi_strow. Your home directory has 500M of storage. Your home directory has two symbolic links to your group storage space. Please read through the documentation found at hpcf.umbc.edu. All available modules can be viewed using the command 'module avail'. Please submit additional questions or issues as separate tickets via the following link. (https://doit.umbc.edu/request-tracker-rt/doit-research-computing/) On Wed Jan 29 22:35:01 2025, [STAFF] wrote: First Name:                [USER] Last Name:                 [USER] Email:                     [EMAIL] Campus ID:                 [CAMPUSID] On Behalf Of:             [USER] ([EMAIL], [CAMPUSID]) System:                    taki Request Type:              Account Request Position Title:            Graduate Student Affiliation                University of Colorado Boulder Department:                Atmospheric and Oceanic Sciences Phone:                     [PHONE] Address:                   University of Colorado Boulder 311 UCB Boulder, CO 80309 Role:                      Non-UMBC Faculty/PI Sponsor Information: Name:                       [USER] Department:                 Physics Email:                      [EMAIL] Phone:                      [PHONE] Research Title:            Comparing AIRS L1C observations with a global climate model. Abstract:                  Radiance observations from NASA’s AIRS instrument provide an information rich, multi-decade record of climate change and variability. Directly comparing these observations with earth system models, however, is made difficult by definitional differences with model output and the absence of gridded, level-3 radiance datasets. I will create a level-3 dataset of AIRS radiances and compare these data with AIRS-like radiances produced by a satellite simulator tool running in an earth system model. People:                    [USER], GESTAR2 and Physics, UMBC Comments:                  Please put [USER] into the pi_strow group and allow him to login to strowinteract1."
